id,state,source,source_record_id,record_type,title,agency,program_focus,topic_keys,posted_date,updated_date,due_date,effective_date,comment_required_flag,action_required_by,importance_score,summary,document_url,source_url,matched_keywords,rht_flag,raw_json,last_checked_at
stupd-b49cc5782294692d,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:22071.2,provider_bulletin,Medi-Cal Suspended and Ineligible Provider List is Updated,California Department of Health Care Services / Medi-Cal,claims;eligibility;medicaid;medicare,claims;eligibility;medicaid;medicare;mmis,2026-07-10,,,,false,,38,"The monthly-updated Medi-Cal Suspended and Ineligible Provider List (S&I List) is available on the Suspended and Ineligible Provider List page of the Medi-Cal website. Always refer to the S&I List when verifying ineligibility. Eligibility or ineligibility must also be verified through the Health and Human Services (HHS) Federal Office of Inspector General (OIG) List of Excluded Individuals/Entities . Suspension of Entities Submitting Claims for Suspended Providers Entities submitting claims for services rendered by a health care provider suspended from Medi-Cal or excluded from Medicare or Medicaid by the OIG are subject to Medi-Cal suspension. Welfare and Institutions Code (W&I Code), section 14043.61, subdivision (a), states, in relevant part, that &ldquo;a provider shall be subject to suspension if claims for payment are submitted under any provider number used by the provider to obtain reimbursement from Medi-Cal for the services, goods, supplies or merchandise provided, directly or indirectly, to a Medi-Cal recipient by an individual or entity that is suspended, excluded, or otherwise ineligible because of a sanction to receive, directly or indirectly, reimbursement from Me...",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/references/sandi,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=medi-cal-program-and-eligibility&issueNumber=48&articleId=22071.2,claims;eligibility;Medicaid;Medicare;MMIS,false,"{""article_id"":""22071.2"",""bulletin_id"":""part12026-07"",""categories"":[],""community"":{""community_abbrv"":""PART1"",""community_name"":""Medi-Cal Program & Eligibility""},""issue_number"":""48""}",2026-07-27T15:40:56Z
stupd-df7893e02c53b036,TX,tx_tmhp_news,2026-07-08-hhsc-published-financial-compliance-report-frequently-asked-questions,guidance,HHSC Published Financial Compliance Report Frequently Asked Questions,Texas Medicaid & Healthcare Partnership / Texas HHSC,medicaid,medicaid;mmis;waiver,2026-07-08,2026-07-08,,,false,,38,The Texas Health and Human Services Commission (HHSC) Provider Finance Department (PFD) has published a Financial Compliance Report Frequently Asked Questions (FAQ) document on the,https://www.tmhp.com/news/2026-07-08-hhsc-published-financial-compliance-report-frequently-asked-questions,https://www.tmhp.com/news,Medicaid;MMIS,false,"{""detail_status"":""ok"",""list_datetime"":""2026-07-08T14:26:58-05:00"",""program_context"":""Texas Medicaid provider news from TMHP, the official Texas Medicaid & Healthcare Partnership site."",""rejected_hhs_urls"":[{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/providers/communications/provider-alerts""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/waivers""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/medicaid-chip-state-plan""}],""source_note"":""Official TMHP dated news listing; TXSmartBuy/ESBD solicitations are intentionally excluded.""}",2026-07-27T15:40:31Z
stupd-a20760a18184e9e3,TX,tx_tmhp_news,2026-07-06-texas-health-and-human-services-commission-publishes-fiscal-year-2025-financial,guidance,Texas Health and Human Services Commission Publishes Fiscal Year 2025 Financial Compliance Reports Primary Entity Contacts List,Texas Medicaid & Healthcare Partnership / Texas HHSC,medicaid,medicaid;mmis;waiver,2026-07-06,2026-07-06,,,false,,38,"Texas Health and Human Services Commission (HHSC) has transitioned to a new web-based software application to collect information from providers for Medicaid and non-Medicaid financial compliance reports. The new system, the State of Texas Electronic Provider System (STEPS), will update and simplify financial compliance reporting.On July 20, 2026, HHSC will begin collecting fiscal year 2025 Financial Compliance Reports.",https://www.tmhp.com/news/2026-07-06-texas-health-and-human-services-commission-publishes-fiscal-year-2025-financial,https://www.tmhp.com/news,Medicaid;MMIS,false,"{""detail_status"":""ok"",""list_datetime"":""2026-07-06T11:42:13-05:00"",""program_context"":""Texas Medicaid provider news from TMHP, the official Texas Medicaid & Healthcare Partnership site."",""rejected_hhs_urls"":[{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/providers/communications/provider-alerts""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/waivers""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/medicaid-chip-state-plan""}],""source_note"":""Official TMHP dated news listing; TXSmartBuy/ESBD solicitations are intentionally excluded.""}",2026-07-27T15:40:32Z
stupd-e147bca58c84b4c7,TX,tx_tmhp_news,2026-07-06-electronic-visit-verification-claims-matching-attention-financial-management,provider_bulletin,Electronic Visit Verification Claims Matching—Attention Financial Management Services Agencies and Consumer Directed Services Employers—Additional Services Added Requiring an EVV Visit,Texas Medicaid & Healthcare Partnership / Texas HHSC,claims;medicaid,claims;medicaid;waiver,2026-07-06,2026-07-06,,,false,,38,"Electronic Visit Verification (EVV) claims matching for the Consumer Directed Services (CDS) added below will be required to use EVV beginning Aug. 1, 2026.EVV claims with dates of service of Aug. 1, 2026, and after that do not have an EVV visit match for the added services below, will be denied payment.",https://www.tmhp.com/news/2026-07-06-electronic-visit-verification-claims-matching-attention-financial-management,https://www.tmhp.com/news,claims;Medicaid,false,"{""detail_status"":""ok"",""list_datetime"":""2026-07-06T15:19:40-05:00"",""program_context"":""Texas Medicaid provider news from TMHP, the official Texas Medicaid & Healthcare Partnership site."",""rejected_hhs_urls"":[{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/providers/communications/provider-alerts""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/waivers""},{""reason"":""HTTP 403 Access Denied from CLI with standard and browser User-Agent probes."",""url"":""https://www.hhs.texas.gov/laws-regulations/policies-rules/medicaid-chip-state-plan""}],""source_note"":""Official TMHP dated news listing; TXSmartBuy/ESBD solicitations are intentionally excluded.""}",2026-07-27T15:40:31Z
stupd-baeb9303527e84f5,CA,ca_medi_cal_provider_news,mcweb-news:33813.18,medicaid_notice,Justice-Involved (JI) Reentry Initiative: Medi-Cal Fee-for-Service Reimbursement Methodology,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis;waiver,2026-07-06,,,,false,,38,An overview of Medi-Cal fee-for-service reimbursement methodology is provided.,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/rates?tab=rates,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33813.18,MMIS,false,"{""article_id"":""33813.18"",""categories"":[""Rates"",""Billing"",""Policy""],""communities"":[""Audiology and Hearing Aids"",""Chiropractic"",""Durable Medical Equipment and Medical Supplies"",""Medical Transportation"",""Psychological Services"",""Therapies"",""Inpatient Services"",""Medi-Cal Waiver Program"",""Clinics and Hospitals"",""Chronic Dialysis Clinics"",""Community-Based Adult Services"",""Heroin Detoxification"",""Home Health Agencies/Home and Community-Based Services"",""Hospice Care Program"",""Rehabilitation Clinics"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1659""}",2026-07-27T15:40:54Z
stupd-be0ad518d42a671a,CA,ca_medi_cal_provider_news,mcweb-news:34081,medicaid_notice,September 2026 Medi-Cal In-Person Training Event,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis;waiver,2026-07-03,,,,false,,38,A Medi-Cal in-person training event will be offered in September 2026.,https://learn.medi-cal.ca.gov/catalog,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/34081,MMIS,false,"{""article_id"":""34081"",""categories"":[""DHCS Notice"",""Outreach and Education""],""communities"":[""Acupuncture"",""Audiology and Hearing Aids"",""Chiropractic"",""Durable Medical Equipment and Medical Supplies"",""Medical Transportation"",""Orthotics and Prosthetics"",""Psychological Services"",""Therapies"",""Inpatient Services"",""Medi-Cal Waiver Program"",""Clinics and Hospitals"",""Chronic Dialysis Clinics"",""Community-Based Adult Services"",""Heroin Detoxification"",""Home Health Agencies/Home and Community-Based Services"",""Hospice Care Program"",""Local Educational Agency"",""Multipurpose Senior Services Program"",""Rehabilitation Clinics"",""Long Term Care"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1658""}",2026-07-27T15:40:54Z
stupd-592a9c5704850efd,CA,ca_medi_cal_provider_news,mcweb-news:34073,provider_bulletin,Reminder: Guidelines for Correspondence Specialist Unit Inquiry,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis;waiver,2026-06-30,,,,false,,38,Guidelines for providers seeking billing issue support through the CSU.,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/34073,MMIS,false,"{""article_id"":""34073"",""categories"":[""Outreach and Education"",""DHCS Notice""],""communities"":[""Acupuncture"",""Audiology and Hearing Aids"",""Chiropractic"",""Durable Medical Equipment and Medical Supplies"",""Medical Transportation"",""Orthotics and Prosthetics"",""Psychological Services"",""Therapies"",""Inpatient Services"",""Medi-Cal Waiver Program"",""Clinics and Hospitals"",""Chronic Dialysis Clinics"",""Community-Based Adult Services"",""Heroin Detoxification"",""Home Health Agencies/Home and Community-Based Services"",""Hospice Care Program"",""Local Educational Agency"",""Multipurpose Senior Services Program"",""Rehabilitation Clinics"",""Long Term Care"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1656""}",2026-07-27T15:40:54Z
stupd-bc489c663a787b41,CA,ca_medi_cal_provider_news,mcweb-news:33813.19,policy_update,Justice-Involved (JI) Reentry Initiative: New Course for Use of GQ Modifier,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis;waiver,2026-06-30,,,,false,,38,New JI course to use the GQ modifier.,https://learn.medi-cal.ca.gov/catalog/course.asp?id=3820,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33813.19,MMIS,false,"{""article_id"":""33813.19"",""categories"":[""Outreach and Education""],""communities"":[""Audiology and Hearing Aids"",""Chiropractic"",""Durable Medical Equipment and Medical Supplies"",""Medical Transportation"",""Psychological Services"",""Therapies"",""Inpatient Services"",""Medi-Cal Waiver Program"",""Clinics and Hospitals"",""Chronic Dialysis Clinics"",""Community-Based Adult Services"",""Heroin Detoxification"",""Home Health Agencies/Home and Community-Based Services"",""Hospice Care Program"",""Rehabilitation Clinics"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1655""}",2026-07-27T15:40:54Z
stupd-597c0238ecba4d24,CA,ca_medi_cal_provider_news,mcweb-news:34028,policy_update,2026 HCPCS Quarter 3 Update,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis;waiver,2026-06-29,,,,false,,38,2026 HCPCS Q3 Update.,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/reference?fn=hcpcs_2026_q3_policy_update.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/34028,MMIS,false,"{""article_id"":""34028"",""categories"":[""HCPCS""],""communities"":[""Acupuncture"",""Audiology and Hearing Aids"",""Chiropractic"",""Durable Medical Equipment and Medical Supplies"",""Medical Transportation"",""Orthotics and Prosthetics"",""Psychological Services"",""Therapies"",""Inpatient Services"",""Medi-Cal Waiver Program"",""Clinics and Hospitals"",""Chronic Dialysis Clinics"",""Community-Based Adult Services"",""Heroin Detoxification"",""Home Health Agencies/Home and Community-Based Services"",""Hospice Care Program"",""Local Educational Agency"",""Multipurpose Senior Services Program"",""Rehabilitation Clinics"",""Long Term Care"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1654""}",2026-07-27T15:40:54Z
stupd-484ffff22a7c74cb,CA,ca_medi_cal_provider_news,mcweb-news:33813.17,policy_update,Justice-Involved (JI) Reentry Initiative: Upcoming Live Training Webinars,California Department of Health Care Services / Medi-Cal,interoperability;medicaid,interoperability;mmis;waiver,2026-06-23,,,,false,,38,"JI Reentry Initiative webinars are scheduled for July, August and September.",https://learn.medi-cal.ca.gov/,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33813.17,MMIS,false,"{""article_id"":""33813.17"",""categories"":[""Outreach and Education""],""communities"":[""Audiology and Hearing Aids"",""Chiropractic"",""Durable Medical Equipment and Medical Supplies"",""Medical Transportation"",""Psychological Services"",""Therapies"",""Inpatient Services"",""Medi-Cal Waiver Program"",""Clinics and Hospitals"",""Chronic Dialysis Clinics"",""Community-Based Adult Services"",""Heroin Detoxification"",""Home Health Agencies/Home and Community-Based Services"",""Hospice Care Program"",""Rehabilitation Clinics"",""General Medicine"",""Obstetrics"",""Pharmacy"",""Vision Care""],""id"":""1648""}",2026-07-27T15:40:54Z
stupd-4c3f7d033433d506,VA,va_medicaid_provider_memos,home-and-community-based-services-hcbs-grievance-system,provider_bulletin,Home and Community-Based Services (HCBS) Grievance System,Virginia Department of Medical Assistance Services / Virginia Medicaid,managed_care;medicaid,managed_care;medicaid;waiver,2026-06-10,,,,false,,38,"To: Developmental Disability Waiver Service Providers, Case Management Providers and Commonwealth Coordinated Care Plus Waiver Providers and DMAS Contracted Managed Care Organizations",,https://vamedicaid.dmas.virginia.gov/bulletin/home-and-community-based-services-hcbs-grievance-system,managed care;Medicaid,false,"{""audience"":""Developmental Disability Waiver Service Providers, Case Management Providers and Commonwealth Coordinated Care Plus Waiver Providers and DMAS Contracted Managed Care Organizations"",""source_page"":""https://vamedicaid.dmas.virginia.gov/providers/memo-2026""}",2026-07-27T15:40:58Z
