source_record_id,title,issued_date,released_date,modified_date,next_update_date,landing_page,download_url,publisher,keywords,description,raw_json
y2hd-n93e,Ownership,2023-06-01,2026-06-24,2026-06-01,2026-07-29,https://data.cms.gov/provider-data/dataset/y2hd-n93e,https://data.cms.gov/provider-data/sites/default/files/resources/211fec82817d05edbce24f590f73fa9e_1781194537/NH_Ownership_Jun2026.csv,Centers for Medicare & Medicaid Services (CMS),Ownership,A list of ownership information for currently active nursing homes.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Nursing homes including rehab services"", ""hasEmail"": ""mailto:BetterCare@cms.hhs.gov""}, ""description"": ""A list of ownership information for currently active nursing homes."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/nursing_home/NH_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/211fec82817d05edbce24f590f73fa9e_1781194537/NH_Ownership_Jun2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""y2hd-n93e"", ""issued"": ""2023-06-01"", ""keyword"": [""Ownership""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/y2hd-n93e"", ""modified"": ""2026-06-01"", ""nextUpdateDate"": ""2026-07-29"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Nursing homes including rehab services""], ""title"": ""Ownership""}"
qmdc-9999,Nursing Home Data Collection Intervals,2025-10-01,2026-06-24,2026-06-01,2026-07-29,https://data.cms.gov/provider-data/dataset/qmdc-9999,https://data.cms.gov/provider-data/sites/default/files/resources/bf7223e1e315e1cb1ea4150d62cb55d4_1781194539/NH_DataCollectionIntervals_Jun2026.csv,Centers for Medicare & Medicaid Services (CMS),Quality; Measures; Staffing; Data Collection Period; Time Periods,This table lists the data collection periods for the quality measures displayed for Nursing Homes including Rehab Services as well as the intervals for complaint citations and citations on focused infection control inspections. It also includes the data collection period for the nursing home staffing measures. The data collection periods for some short-stay measures differ slightly from the measure periods in the MDS Quality Measure file due to the look-back periods for these measures.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Nursing homes including rehab services"", ""hasEmail"": ""mailto:BetterCare@cms.hhs.gov""}, ""description"": ""This table lists the data collection periods for the quality measures displayed for Nursing Homes including Rehab Services as well as the intervals for complaint citations and citations on focused infection control inspections. It also includes the data collection period for the nursing home staffing measures. The data collection periods for some short-stay measures differ slightly from the measure periods in the MDS Quality Measure file due to the look-back periods for these measures."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/nursing_home/NH_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/bf7223e1e315e1cb1ea4150d62cb55d4_1781194539/NH_DataCollectionIntervals_Jun2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""qmdc-9999"", ""issued"": ""2025-10-01"", ""keyword"": [""Quality"", ""Measures"", ""Staffing"", ""Data Collection Period"", ""Time Periods""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/qmdc-9999"", ""modified"": ""2026-06-01"", ""nextUpdateDate"": ""2026-07-29"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Nursing homes including rehab services""], ""title"": ""Nursing Home Data Collection Intervals""}"
ijh5-nb2v,Medicare Claims Quality Measures,2023-06-01,2026-06-24,2026-06-01,2026-07-29,https://data.cms.gov/provider-data/dataset/ijh5-nb2v,https://data.cms.gov/provider-data/sites/default/files/resources/236a07ef8100190a421a2e072b305551_1781194536/NH_QualityMsr_Claims_Jun2026.csv,Centers for Medicare & Medicaid Services (CMS),Quality; Measures; Ratings,Quality measures that are based on Medicare claims data. Each row contains a specific quality measure for a specific nursing home and includes the risk-adjusted score.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Nursing homes including rehab services"", ""hasEmail"": ""mailto:BetterCare@cms.hhs.gov""}, ""description"": ""Quality measures that are based on Medicare claims data. Each row contains a specific quality measure for a specific nursing home and includes the risk-adjusted score."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/nursing_home/NH_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/236a07ef8100190a421a2e072b305551_1781194536/NH_QualityMsr_Claims_Jun2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""ijh5-nb2v"", ""issued"": ""2023-06-01"", ""keyword"": [""Quality"", ""Measures"", ""Ratings""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/ijh5-nb2v"", ""modified"": ""2026-06-01"", ""nextUpdateDate"": ""2026-07-29"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Nursing homes including rehab services""], ""title"": ""Medicare Claims Quality Measures""}"
djen-97ju,MDS Quality Measures,2023-06-01,2026-06-24,2026-06-01,2026-07-29,https://data.cms.gov/provider-data/dataset/djen-97ju,https://data.cms.gov/provider-data/sites/default/files/resources/954f3050edf6e207d4c7a38da9c2b8d4_1781194536/NH_QualityMsr_MDS_Jun2026.csv,Centers for Medicare & Medicaid Services (CMS),Quality; Measures; Ratings; MDS,Quality measures that are based on the resident assessments that make up the nursing home Minimum Data Set (MDS). Each row contains a specific quality measure for a specific nursing home and includes the 4-quarter score average and scores for each individual quarter.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Nursing homes including rehab services"", ""hasEmail"": ""mailto:BetterCare@cms.hhs.gov""}, ""description"": ""Quality measures that are based on the resident assessments that make up the nursing home Minimum Data Set (MDS). Each row contains a specific quality measure for a specific nursing home and includes the 4-quarter score average and scores for each individual quarter."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/nursing_home/NH_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/954f3050edf6e207d4c7a38da9c2b8d4_1781194536/NH_QualityMsr_MDS_Jun2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""djen-97ju"", ""issued"": ""2023-06-01"", ""keyword"": [""Quality"", ""Measures"", ""Ratings"", ""MDS""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/djen-97ju"", ""modified"": ""2026-06-01"", ""nextUpdateDate"": ""2026-07-29"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Nursing homes including rehab services""], ""title"": ""MDS Quality Measures""}"
fp6g-2gsn,Long-Term Care Hospital - Provider Data,2026-05-12,2026-06-24,2026-05-12,,https://data.cms.gov/provider-data/dataset/fp6g-2gsn,https://data.cms.gov/provider-data/sites/default/files/resources/217fdde941fd3ba9e7b77277a6610b01_1781037952/Long-Term_Care_Hospital-Provider_Data_Jun2026.csv,Centers for Medicare & Medicaid Services (CMS),Quality Reporting; Quality; Measures; Provider Data; Provider-level,A list of long-term care hospitals with data on the quality of patient care measures shown on Long-Term Care Hospital Compare.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Long-term care hospitals"", ""hasEmail"": ""mailto:LTCHQualityQuestions@cms.hhs.gov""}, ""description"": ""A list of long-term care hospitals with data on the quality of patient care measures shown on Long-Term Care Hospital Compare."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/long_term_care_hospital/LTCH_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/217fdde941fd3ba9e7b77277a6610b01_1781037952/Long-Term_Care_Hospital-Provider_Data_Jun2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""fp6g-2gsn"", ""issued"": ""2026-05-12"", ""keyword"": [""Quality Reporting"", ""Quality"", ""Measures"", ""Provider Data"", ""Provider-level""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/fp6g-2gsn"", ""modified"": ""2026-05-12"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Long-term care hospitals""], ""title"": ""Long-Term Care Hospital - Provider Data""}"
5zdx-ny2x,Long-Term Care Hospital - National Data,2026-05-12,2026-06-24,2026-05-12,,https://data.cms.gov/provider-data/dataset/5zdx-ny2x,https://data.cms.gov/provider-data/sites/default/files/resources/b3aa416484a408c3613270a9742de5be_1781037953/Long-Term_Care_Hospital-National_Data_Jun2026.csv,Centers for Medicare & Medicaid Services (CMS),National; Average; Quality; Measures; Quality Reporting,National data on the quality of patient care measures shown on Long-Term Care Hospital Compare.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Long-term care hospitals"", ""hasEmail"": ""mailto:LTCHQualityQuestions@cms.hhs.gov""}, ""description"": ""National data on the quality of patient care measures shown on Long-Term Care Hospital Compare."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/long_term_care_hospital/LTCH_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/b3aa416484a408c3613270a9742de5be_1781037953/Long-Term_Care_Hospital-National_Data_Jun2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""5zdx-ny2x"", ""issued"": ""2026-05-12"", ""keyword"": [""National"", ""Average"", ""Quality"", ""Measures"", ""Quality Reporting""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/5zdx-ny2x"", ""modified"": ""2026-05-12"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Long-term care hospitals""], ""title"": ""Long-Term Care Hospital - National Data""}"
azum-44iv,Long-Term Care Hospital - General Information,2026-05-12,2026-06-24,2026-05-12,,https://data.cms.gov/provider-data/dataset/azum-44iv,https://data.cms.gov/provider-data/sites/default/files/resources/c3ce320ddf464b5df1bceae3f55da0d5_1781037952/Long-Term_Care_Hospital-General_Information_Jun2026.csv,Centers for Medicare & Medicaid Services (CMS),Quality Reporting; General Information; Address; Location,"A list of long-term care hospitals with information such as address, phone number, ownership data and more.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Long-term care hospitals"", ""hasEmail"": ""mailto:LTCHQualityQuestions@cms.hhs.gov""}, ""description"": ""A list of long-term care hospitals with information such as address, phone number, ownership data and more."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/long_term_care_hospital/LTCH_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/c3ce320ddf464b5df1bceae3f55da0d5_1781037952/Long-Term_Care_Hospital-General_Information_Jun2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""azum-44iv"", ""issued"": ""2026-05-12"", ""keyword"": [""Quality Reporting"", ""General Information"", ""Address"", ""Location""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/azum-44iv"", ""modified"": ""2026-05-12"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Long-term care hospitals""], ""title"": ""Long-Term Care Hospital - General Information""}"
svdt-c123,Inspection Dates,2023-06-01,2026-06-24,2026-06-01,2026-07-29,https://data.cms.gov/provider-data/dataset/svdt-c123,https://data.cms.gov/provider-data/sites/default/files/resources/2108ac6f52c67225bd79529dcf3ca8db_1781194540/NH_SurveyDates_Jun2026.csv,Centers for Medicare & Medicaid Services (CMS),Complaints; Deficiencies; Citations,"A list of nursing home inspection dates in the past three years, including health inspections, fire safety inspections, complaint inspections and infection control inspections","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Nursing homes including rehab services"", ""hasEmail"": ""mailto:BetterCare@cms.hhs.gov""}, ""description"": ""A list of nursing home inspection dates in the past three years, including health inspections, fire safety inspections, complaint inspections and infection control inspections"", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/nursing_home/NH_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/2108ac6f52c67225bd79529dcf3ca8db_1781194540/NH_SurveyDates_Jun2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""svdt-c123"", ""issued"": ""2023-06-01"", ""keyword"": [""Complaints"", ""Deficiencies"", ""Citations""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/svdt-c123"", ""modified"": ""2026-06-01"", ""nextUpdateDate"": ""2026-07-29"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Nursing homes including rehab services""], ""title"": ""Inspection Dates""}"
v9e4-nwhh,Inpatient Rehabilitation Facility - Provider Data,2026-05-06,2026-06-24,2026-06-16,,https://data.cms.gov/provider-data/dataset/v9e4-nwhh,https://data.cms.gov/provider-data/sites/default/files/resources/864d8ff2767c23a31e53bd5cd04e4715_1781623441/Inpatient_Rehabilitation_Facility-Provider_Data_Jun2026_b.csv,Centers for Medicare & Medicaid Services (CMS),Quality; Measures; Provider Data; Provider-level; Rehabilitation; Quality Reporting,A list of inpatient rehabilitation facilities with data on the quality of patient care measures shown on Inpatient Rehabilitation Facility Compare.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Inpatient rehabilitation facilities"", ""hasEmail"": ""mailto:IRFQualityQuestions@cms.hhs.gov""}, ""description"": ""A list of inpatient rehabilitation facilities with data on the quality of patient care measures shown on Inpatient Rehabilitation Facility Compare."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/inpatient/IRF_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/864d8ff2767c23a31e53bd5cd04e4715_1781623441/Inpatient_Rehabilitation_Facility-Provider_Data_Jun2026_b.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""v9e4-nwhh"", ""issued"": ""2026-05-06"", ""keyword"": [""Quality"", ""Measures"", ""Provider Data"", ""Provider-level"", ""Rehabilitation"", ""Quality Reporting""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/v9e4-nwhh"", ""modified"": ""2026-06-16"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Inpatient rehabilitation facilities""], ""title"": ""Inpatient Rehabilitation Facility - Provider Data""}"
nasn-k89k,Inpatient Rehabilitation Facility - National Data,2026-05-06,2026-06-24,2026-06-16,,https://data.cms.gov/provider-data/dataset/nasn-k89k,https://data.cms.gov/provider-data/sites/default/files/resources/ec5717009c1e1ebde8ff59cc8a74fbcd_1781623441/Inpatient_Rehabilitation_Facility-National_Data_Jun2026_b.csv,Centers for Medicare & Medicaid Services (CMS),Rehabilitation; National; Average; Quality; Measures; Quality Reporting,National data on the quality of patient care measures shown on Inpatient Rehabilitation Facility Compare.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Inpatient rehabilitation facilities"", ""hasEmail"": ""mailto:IRFQualityQuestions@cms.hhs.gov""}, ""description"": ""National data on the quality of patient care measures shown on Inpatient Rehabilitation Facility Compare."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/inpatient/IRF_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/ec5717009c1e1ebde8ff59cc8a74fbcd_1781623441/Inpatient_Rehabilitation_Facility-National_Data_Jun2026_b.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""nasn-k89k"", ""issued"": ""2026-05-06"", ""keyword"": [""Rehabilitation"", ""National"", ""Average"", ""Quality"", ""Measures"", ""Quality Reporting""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/nasn-k89k"", ""modified"": ""2026-06-16"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Inpatient rehabilitation facilities""], ""title"": ""Inpatient Rehabilitation Facility - National Data""}"
7t8x-u3ir,Inpatient Rehabilitation Facility - General Information,2026-05-06,2026-06-24,2026-06-16,,https://data.cms.gov/provider-data/dataset/7t8x-u3ir,https://data.cms.gov/provider-data/sites/default/files/resources/5ebf2040f6f206a89a6354611e7856a6_1781623440/Inpatient_Rehabilitation_Facility-General_Information_Jun2026_b.csv,Centers for Medicare & Medicaid Services (CMS),Rehabilitation; General Information; Address; Location; Quality Reporting,This dataset shows characteristics of the inpatient rehabilitation facilities that are shown on Inpatient Rehabilitation Facility Compare.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Inpatient rehabilitation facilities"", ""hasEmail"": ""mailto:IRFQualityQuestions@cms.hhs.gov""}, ""description"": ""This dataset shows characteristics of the inpatient rehabilitation facilities that are shown on Inpatient Rehabilitation Facility Compare."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/inpatient/IRF_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/5ebf2040f6f206a89a6354611e7856a6_1781623440/Inpatient_Rehabilitation_Facility-General_Information_Jun2026_b.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""7t8x-u3ir"", ""issued"": ""2026-05-06"", ""keyword"": [""Rehabilitation"", ""General Information"", ""Address"", ""Location"", ""Quality Reporting""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/7t8x-u3ir"", ""modified"": ""2026-06-16"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Inpatient rehabilitation facilities""], ""title"": ""Inpatient Rehabilitation Facility - General Information""}"
ka5z-ibe3,Inpatient Rehabilitation Facility - Conditions,2026-05-06,2026-06-24,2026-06-16,,https://data.cms.gov/provider-data/dataset/ka5z-ibe3,https://data.cms.gov/provider-data/sites/default/files/resources/e8a0b419d4a239fe7660a45556569eca_1781623442/Inpatient_Rehabilitation_Facility-Conditions_Jun2026_b.csv,Centers for Medicare & Medicaid Services (CMS),Rehabilitation; Quality Reporting; Conditions,A list of inpatient rehabilitation facilities with data on the number of times people with Medicare who had certain medical conditions were treated in the last year.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Inpatient rehabilitation facilities"", ""hasEmail"": ""mailto:IRFQualityQuestions@cms.hhs.gov""}, ""description"": ""A list of inpatient rehabilitation facilities with data on the number of times people with Medicare who had certain medical conditions were treated in the last year."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/inpatient/IRF_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/e8a0b419d4a239fe7660a45556569eca_1781623442/Inpatient_Rehabilitation_Facility-Conditions_Jun2026_b.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""ka5z-ibe3"", ""issued"": ""2026-05-06"", ""keyword"": [""Rehabilitation"", ""Quality Reporting"", ""Conditions""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/ka5z-ibe3"", ""modified"": ""2026-06-16"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Inpatient rehabilitation facilities""], ""title"": ""Inpatient Rehabilitation Facility - Conditions""}"
r5ix-sfxw,Health Deficiencies,2023-06-01,2026-06-24,2026-06-01,2026-07-29,https://data.cms.gov/provider-data/dataset/r5ix-sfxw,https://data.cms.gov/provider-data/sites/default/files/resources/a10af81bcb17bd0ae040383b3da50d10_1781194536/NH_HealthCitations_Jun2026.csv,Centers for Medicare & Medicaid Services (CMS),Complaints; Deficiencies; Citations,"A list of nursing home health citations in the last three years, including the nursing home that received the citation, the associated inspection date, citation tag number and description, scope and severity, the current status of the citation and the correction date. Data are presented as one citation per row.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Nursing homes including rehab services"", ""hasEmail"": ""mailto:BetterCare@cms.hhs.gov""}, ""description"": ""A list of nursing home health citations in the last three years, including the nursing home that received the citation, the associated inspection date, citation tag number and description, scope and severity, the current status of the citation and the correction date. Data are presented as one citation per row."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/nursing_home/NH_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/a10af81bcb17bd0ae040383b3da50d10_1781194536/NH_HealthCitations_Jun2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""r5ix-sfxw"", ""issued"": ""2023-06-01"", ""keyword"": [""Complaints"", ""Deficiencies"", ""Citations""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/r5ix-sfxw"", ""modified"": ""2026-06-01"", ""nextUpdateDate"": ""2026-07-29"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-06-24"", ""theme"": [""Nursing homes including rehab services""], ""title"": ""Health Deficiencies""}"
